,Average Time,Game_Duration,Time_Per_Move,Number_of_Turns
17510,0.03,9.24,0.26,36
17511,0.1,2.02,0.2,10
17512,0.33,4.3,1.43,3
17513,0.02,19.97,0.31,65
17514,0.02,5.46,0.13,42
17515,0.02,9.14,0.22,42
17516,0.02,18.58,0.33,57
17517,0.01,45.32,0.53,85
17518,0.01,14.84,0.21,70
17519,0.01,20.79,0.15,140
17520,0.02,5.45,0.09,61
17521,0.01,8.37,0.11,78
17522,0.03,5.46,0.15,37
17523,0.01,13.63,0.17,79
17524,0.01,20.25,0.25,80
17526,0.03,2.95,0.1,31
17527,0.02,6.34,0.12,53
17528,0.02,12.83,0.21,62
17529,0.02,6.63,0.13,52
17530,0.02,11.2,0.18,61
17531,0.01,6.49,0.08,84
17532,0.01,50.22,0.62,81
17533,0.04,7.15,0.29,25
17534,0.02,22.29,0.41,55
17535,0.02,21.68,0.52,42
17536,0.02,23.24,0.35,67
17537,0.01,51.9,0.44,117
17538,0.02,12.81,0.23,56
17539,0.02,25.11,0.43,58
17540,0.04,10.4,0.45,23
17541,0.01,22.46,0.23,98
17542,0.02,20.88,0.44,48
17543,0.01,27.48,0.29,94
17544,0.02,13.01,0.27,49
17545,0.01,14.48,0.17,83
17546,0.03,6.42,0.18,36
17547,0.02,30.1,0.52,58
17548,0.01,9.03,0.12,77
17549,0.03,9.79,0.25,39
17550,0.01,14.25,0.14,101
17551,0.01,51.04,0.46,111
17552,0.02,20.46,0.39,52
17553,0.03,14.92,0.5,30
17554,0.06,4.86,0.3,16
17555,0.03,11.04,0.35,32
17556,0.01,16.09,0.17,95
17557,0.03,13.34,0.36,37
17558,0.01,17.21,0.23,74
17559,0.02,30.3,0.56,54
17560,0.02,32.84,0.57,58
17561,0.01,66.32,0.83,80
17562,0.02,38.12,0.72,53
17563,0.02,22.12,0.5,44
17564,0.01,43.47,0.61,71
17565,0.02,15.97,0.25,64
17566,0.02,50.03,1.06,47
17567,0.01,14.16,0.19,74
17568,0.03,7.92,0.24,33
17569,0.03,21.9,0.64,34
17570,0.02,25.22,0.48,53
17571,0.08,1.4,0.11,13
17572,0.02,18.58,0.3,61
17573,0.03,11.41,0.29,40
17575,0.03,13.19,0.37,36
17576,0.06,5.99,0.37,16
17577,0.02,43.68,0.87,50
17578,0.02,34.47,0.58,59
17579,0.02,26.74,0.65,41
17580,0.02,15.33,0.28,55
17581,0.05,11.13,0.51,22
17582,0.02,34.62,0.77,45
17583,0.03,21.93,0.61,36
17584,0.02,9.54,0.18,54
17585,0.02,11.59,0.18,63
17586,0.03,5.49,0.18,30
17587,0.02,6.85,0.13,54
17588,0.02,17.15,0.36,48
17589,0.02,19.01,0.39,49
17590,0.01,20.3,0.19,109
17591,0.01,49.3,0.72,68
17592,0.01,25.78,0.24,106
17593,0.02,25.44,0.47,54
17594,0.03,12.94,0.39,33
17595,0.03,19.35,0.54,36
17596,0.04,7.17,0.26,28
17597,0.03,7.58,0.26,29
17598,0.03,4.56,0.15,30
17600,0.01,16.87,0.23,73
17601,0.04,2.24,0.1,22
17602,0.02,10.21,0.18,58
17603,0.01,20.35,0.25,80
17604,0.02,15.86,0.32,50
17605,0.04,10.3,0.4,26
17606,0.01,26.1,0.29,89
17607,0.01,17.03,0.17,98
17608,0.02,7.79,0.19,41
17609,0.02,11.66,0.26,45
17610,0.1,1.13,0.11,10
17611,0.02,7.16,0.13,54
17612,0.04,3.97,0.14,28
17613,0.03,8.57,0.29,30
17614,0.02,17.52,0.34,52
17615,0.01,15.95,0.21,75
17616,0.03,6.26,0.2,32
17617,0.03,5.74,0.16,35
17618,0.03,7.47,0.2,38
17619,0.04,6.38,0.23,28
17620,0.01,15.78,0.2,78
17621,0.02,11.0,0.22,50
17622,0.03,4.76,0.13,36
17623,0.02,9.59,0.17,55
17624,0.02,14.61,0.26,57
17625,0.02,17.97,0.28,65
17626,0.03,5.36,0.18,30
17627,0.02,10.93,0.23,48
17628,0.01,17.4,0.25,71
17629,0.02,9.06,0.17,54
17630,0.03,12.98,0.37,35
17631,0.02,12.85,0.31,41
17632,0.03,3.59,0.12,31
17633,0.01,27.83,0.28,99
17634,0.02,12.88,0.23,56
17635,0.03,9.73,0.29,33
17636,0.02,14.33,0.3,48
17637,0.03,5.64,0.19,30
17638,0.04,4.73,0.18,27
17639,0.03,11.43,0.34,34
17640,0.01,22.62,0.24,95
17641,0.03,15.13,0.38,40
17642,0.01,23.59,0.14,163
17643,0.01,10.63,0.12,87
17644,0.01,18.4,0.23,79
17645,0.02,7.17,0.16,44
17646,0.01,15.86,0.23,70
17647,0.06,1.42,0.09,15
17648,0.02,13.86,0.3,46
17649,0.03,5.28,0.14,37
17650,0.01,26.21,0.25,105
17651,0.03,8.63,0.27,32
17652,0.02,10.92,0.22,50
17653,0.04,2.22,0.09,25
17654,0.04,3.84,0.14,28
17655,0.02,20.24,0.31,66
17656,0.03,7.4,0.2,37
17657,0.01,22.91,0.17,138
17658,0.02,8.39,0.13,67
17659,0.01,14.88,0.12,121
17660,0.02,6.13,0.11,57
17661,0.01,51.01,0.57,89
17662,0.01,17.36,0.26,67
17663,0.02,14.98,0.37,40
17664,0.01,15.85,0.23,70
17665,0.02,28.88,0.53,55
17666,0.01,35.61,0.38,93
17667,0.03,5.43,0.14,39
17668,0.01,45.58,0.39,118
17669,0.02,8.39,0.13,66
17670,0.02,8.18,0.17,47
17671,0.01,17.97,0.22,81
17672,0.01,7.7,0.1,75
17673,0.01,17.73,0.22,80
17674,0.03,3.97,0.11,37
17675,0.01,5.74,0.07,85
17676,0.03,7.51,0.21,35
17677,0.03,9.51,0.25,38
17678,0.02,12.95,0.31,42
17679,0.01,17.74,0.25,72
17680,0.02,11.34,0.21,55
17681,0.02,8.78,0.17,52
17682,0.02,10.42,0.19,54
17683,0.01,8.03,0.1,78
17684,0.02,8.9,0.19,47
17685,0.01,10.25,0.12,85
17686,0.02,13.59,0.22,62
17687,0.02,7.17,0.15,49
17688,0.01,13.19,0.12,108
17689,0.01,11.7,0.1,116
17690,0.03,4.26,0.11,38
17691,0.01,7.69,0.1,79
17692,0.02,3.42,0.08,41
17693,0.02,4.98,0.08,62
17694,0.02,6.13,0.12,50
17695,0.01,11.21,0.1,116
17696,0.02,4.66,0.08,60
17697,0.01,14.58,0.1,140
17698,0.02,7.45,0.12,60
17699,0.01,10.62,0.14,74
17700,0.02,5.27,0.12,43
17701,0.01,14.36,0.18,82
17702,0.01,12.89,0.11,119
17703,0.02,7.97,0.18,45
17704,0.02,8.96,0.14,66
17705,0.01,23.26,0.17,138
17706,0.01,18.65,0.16,115
17707,0.02,8.57,0.21,40
17708,0.02,5.85,0.11,51
17709,0.02,10.74,0.21,50
17710,0.01,11.48,0.15,75
17711,0.01,12.67,0.19,65
17712,0.02,5.05,0.08,66
17713,0.01,9.57,0.07,135
17714,0.01,10.7,0.1,111
17715,0.02,2.81,0.06,48
17716,0.01,12.04,0.13,96
17717,0.01,13.16,0.09,144
17718,0.01,77.65,1.06,73
17719,0.02,18.58,0.42,44
17720,0.02,13.52,0.22,62
17721,0.01,9.61,0.11,84
17722,0.02,6.64,0.11,63
17723,0.01,17.88,0.17,107
17724,0.02,9.52,0.16,59
17725,0.01,7.74,0.09,83
17726,0.03,14.35,0.36,40
17727,0.01,10.8,0.14,77
17728,0.01,17.01,0.2,84
17729,0.02,9.12,0.22,41
17730,0.02,11.91,0.27,44
17731,0.02,10.7,0.2,54
17732,0.02,11.05,0.2,55
17733,0.01,16.07,0.23,71
17734,0.06,2.84,0.17,17
17735,0.02,12.3,0.19,64
17736,0.01,11.3,0.13,90
17737,0.04,2.34,0.09,25
17738,0.01,7.11,0.05,139
17739,0.01,15.31,0.12,127
17740,0.01,4.43,0.06,72
17742,0.02,5.27,0.12,44
17743,0.02,14.58,0.28,52
17744,0.01,29.24,0.24,121
17745,0.01,25.77,0.2,130
17746,0.03,6.05,0.2,30
17747,0.01,11.9,0.16,76
17748,0.02,15.14,0.33,46
17749,0.01,18.11,0.18,99
17750,0.06,3.35,0.19,18
17751,0.01,23.49,0.31,76
17752,0.02,7.98,0.16,50
17753,0.02,6.17,0.14,45
17754,0.05,2.1,0.1,20
17755,0.02,7.26,0.12,59
17756,0.02,13.32,0.28,47
17757,0.02,15.12,0.26,59
17758,0.02,12.71,0.22,57
17759,0.02,16.39,0.3,54
17760,0.03,5.53,0.16,35
17761,0.05,1.43,0.07,20
17762,0.01,15.57,0.15,106
17763,0.03,4.57,0.14,33
17764,0.01,20.23,0.21,96
17765,0.04,1.91,0.08,23
17766,0.02,8.73,0.15,60
17767,0.02,5.76,0.09,63
17768,0.02,5.94,0.13,44
17769,0.01,14.58,0.11,131
17770,0.02,4.96,0.09,56
17771,0.02,6.77,0.13,51
17772,0.01,11.67,0.09,137
17773,0.01,13.45,0.14,93
17774,0.01,12.86,0.19,66
17775,0.01,12.98,0.08,159
17776,0.04,4.39,0.16,27
17777,0.01,9.9,0.1,95
17778,0.02,8.2,0.16,51
17779,0.03,5.24,0.14,38
17780,0.02,3.69,0.09,43
17781,0.01,10.08,0.13,77
17782,0.03,3.97,0.12,32
17783,0.01,9.48,0.1,93
17784,0.03,5.97,0.18,34
17785,0.01,12.94,0.16,81
17786,0.03,8.28,0.28,30
17787,0.01,6.08,0.09,65
17788,0.02,6.62,0.14,48
17789,0.02,8.25,0.15,55
17790,0.02,6.61,0.15,43
17791,0.02,4.47,0.07,61
17792,0.05,2.07,0.1,20
17793,0.02,5.16,0.1,52
17794,0.01,13.36,0.18,74
17795,0.01,4.84,0.07,74
17796,0.04,4.85,0.19,26
17797,0.02,13.02,0.23,57
17798,0.04,2.07,0.08,26
17799,0.02,5.45,0.1,57
17800,0.01,13.83,0.12,112
17801,0.03,7.39,0.21,35
17802,0.01,27.95,0.41,69
17803,0.01,5.25,0.06,83
17804,0.02,2.22,0.04,58
17805,0.03,15.08,0.47,32
17806,0.11,2.59,0.29,9
17807,0.02,15.89,0.31,52
17808,0.05,5.29,0.28,19
17809,0.05,4.51,0.23,20
17810,0.03,5.04,0.14,35
17811,0.05,3.28,0.16,21
17812,0.03,5.5,0.17,33
17813,0.01,17.37,0.2,88
17814,0.03,4.24,0.11,40
17815,0.07,1.85,0.13,14
17817,0.09,1.05,0.09,12
17818,0.01,15.05,0.22,67
17819,0.02,11.22,0.21,54
17820,0.02,18.84,0.38,49
17821,0.01,8.33,0.12,72
17822,0.04,5.08,0.21,24
17823,0.02,7.33,0.13,55
17824,0.04,5.93,0.26,23
17825,0.04,5.62,0.21,27
17826,0.11,2.32,0.26,9
17827,0.04,6.91,0.25,28
17828,0.01,17.01,0.21,80
17829,0.02,12.41,0.21,58
17830,0.04,4.41,0.16,27
17831,0.11,1.26,0.14,9
17832,0.02,10.99,0.18,60
17833,0.01,16.63,0.2,82
17834,0.06,1.64,0.1,17
17836,0.02,7.82,0.18,44
17837,0.04,5.24,0.21,25
17838,0.02,16.85,0.26,65
17839,0.01,12.06,0.17,69
17840,0.02,27.87,0.53,53
17841,0.02,11.65,0.21,55
17842,0.02,16.02,0.4,40
17843,0.01,12.5,0.15,86
17844,0.02,13.89,0.3,47
17845,0.06,3.51,0.22,16
17846,0.03,9.63,0.33,29
17847,0.04,8.09,0.3,27
17848,0.01,23.09,0.31,74
17849,0.03,14.24,0.37,39
17850,0.02,14.35,0.29,50
17851,0.02,16.41,0.31,53
17852,0.03,10.25,0.26,40
17853,0.05,4.64,0.22,21
17854,0.03,9.17,0.23,40
17855,0.06,4.01,0.24,17
17856,0.02,12.79,0.21,61
17857,0.05,3.54,0.19,19
17858,0.02,17.34,0.28,62
17859,0.02,12.63,0.28,45
17860,0.02,12.99,0.3,44
17861,0.03,11.24,0.3,38
17862,0.02,16.01,0.37,43
17863,0.07,3.98,0.28,14
17864,0.04,5.47,0.24,23
17865,0.02,9.98,0.24,41
17866,0.01,36.73,0.31,118
17867,0.02,14.3,0.25,58
17868,0.02,11.51,0.27,43
17869,0.01,15.39,0.23,66
17870,0.02,9.72,0.19,51
17871,0.01,12.64,0.18,72
17872,0.01,29.27,0.42,69
17873,0.03,10.6,0.33,32
17874,0.01,21.42,0.2,108
17875,0.01,21.77,0.23,94
17876,0.03,12.62,0.37,34
17877,0.01,29.93,0.39,77
17878,0.01,19.21,0.14,133
17879,0.01,13.11,0.16,82
17880,0.02,13.15,0.2,67
17881,0.01,11.47,0.14,80
17882,0.01,10.44,0.15,68
17883,0.01,14.85,0.12,119
17884,0.01,15.99,0.17,95
17885,0.02,13.26,0.29,46
17886,0.02,7.71,0.16,47
17887,0.02,6.81,0.17,41
17888,0.02,13.14,0.2,65
17889,0.02,18.24,0.3,61
17890,0.01,13.62,0.09,144
17891,0.01,15.82,0.15,105
17892,0.02,6.23,0.14,43
17893,0.05,1.24,0.06,20
17894,0.01,19.07,0.21,89
17895,0.02,8.16,0.15,55
17896,0.01,15.59,0.15,101
17897,0.01,15.87,0.19,83
17898,0.01,17.43,0.17,102
17900,0.02,4.97,0.11,45
17901,0.01,22.73,0.14,161
17902,0.02,14.7,0.24,62
17903,0.01,15.28,0.19,81
17904,0.02,12.04,0.23,52
17905,0.02,6.98,0.15,46
17906,0.02,9.87,0.21,46
17907,0.04,3.08,0.11,27
17908,0.01,6.43,0.09,68
17909,0.02,6.79,0.13,53
17910,0.01,11.84,0.17,70
17911,0.03,10.73,0.34,32
17912,0.01,14.52,0.2,71
17914,0.02,10.81,0.25,44
17915,0.01,19.72,0.22,89
17916,0.02,6.99,0.16,43
17917,0.01,13.76,0.19,74
17918,0.01,15.7,0.21,74
17919,0.01,14.83,0.11,135
17920,0.01,17.18,0.13,128
17921,0.02,8.48,0.21,40
17922,0.02,19.03,0.33,57
17923,0.02,6.87,0.14,49
17924,0.02,12.31,0.2,61
17925,0.02,14.54,0.3,49
17926,0.01,8.76,0.13,69
17927,0.01,22.49,0.2,110
17928,0.03,6.91,0.22,32
17929,0.01,25.29,0.27,95
17930,0.01,27.13,0.24,111
17931,0.02,11.53,0.25,47
17932,0.02,8.24,0.2,42
17933,0.02,18.76,0.37,51
17934,0.01,16.16,0.24,66
17935,0.03,10.24,0.35,29
17936,0.01,17.92,0.23,79
17937,0.01,22.89,0.28,82
17938,0.01,29.41,0.17,169
17939,0.02,17.53,0.3,58
17940,0.02,6.4,0.16,41
17941,0.02,7.81,0.16,48
17942,0.01,8.46,0.1,86
17943,0.02,10.23,0.2,52
17944,0.02,4.65,0.11,44
17945,0.05,1.75,0.08,22
17946,0.03,6.25,0.2,31
17947,0.01,16.18,0.2,82
17948,0.04,9.35,0.33,28
17949,0.03,8.15,0.21,39
17950,0.01,20.94,0.21,102
17952,0.02,37.39,0.63,59
17953,0.02,34.35,0.6,57
17954,0.03,5.23,0.18,29
17955,0.02,18.69,0.41,46
17956,0.01,52.7,0.3,178
17957,0.02,26.71,0.61,44
17958,0.02,14.56,0.22,66
17959,0.03,3.41,0.1,34
17960,0.01,10.29,0.14,71
17961,0.04,1.77,0.07,26
17962,0.01,16.91,0.19,90
17963,0.02,8.87,0.15,60
17964,0.03,9.52,0.26,37
17965,0.02,11.53,0.19,60
17966,0.04,3.1,0.13,23
17967,0.02,7.86,0.14,55
17968,0.03,5.32,0.15,36
17969,0.01,26.29,0.22,121
17970,0.01,32.07,0.4,80
17971,0.01,24.77,0.2,121
17972,0.04,7.98,0.33,24
17973,0.04,3.88,0.16,24
17974,0.02,29.93,0.62,48
17975,0.01,44.86,0.43,104
17976,0.01,15.02,0.11,135
17977,0.01,17.79,0.13,132
17978,0.02,17.28,0.26,67
17979,0.03,11.19,0.29,39
17980,0.01,16.76,0.19,90
17981,0.01,14.41,0.15,96
17982,0.01,19.71,0.12,165
17983,0.01,15.22,0.21,74
17984,0.01,18.93,0.17,113
17985,0.01,19.67,0.19,102
17986,0.01,11.55,0.11,107
17987,0.02,12.08,0.19,64
17988,0.01,20.22,0.24,85
17989,0.01,9.5,0.13,74
17990,0.01,16.73,0.18,93
17991,0.01,11.79,0.08,142
17992,0.01,17.14,0.22,79
17993,0.03,6.61,0.18,37
17994,0.02,6.63,0.16,42
17995,0.04,4.71,0.2,23
17996,0.01,24.65,0.25,100
17997,0.02,11.57,0.19,61
17998,0.01,20.89,0.15,137
17999,0.02,9.24,0.16,59
18000,0.02,23.56,0.47,50
18001,0.03,9.24,0.25,37
18002,0.02,24.84,0.39,63
18003,0.02,22.14,0.43,52
18004,0.02,21.48,0.41,53
18005,0.02,16.17,0.28,57
18006,0.01,30.9,0.38,81
18007,0.02,22.88,0.5,46
18008,0.04,9.26,0.4,23
18009,0.01,13.02,0.18,74
18010,0.04,4.75,0.21,23
18011,0.03,10.02,0.29,34
18012,0.03,27.91,0.87,32
18013,0.04,37.59,1.45,26
18014,0.01,29.27,0.24,122
18015,0.01,21.74,0.27,81
18016,0.01,46.94,0.54,87
18017,0.02,24.44,0.42,58
18018,0.01,17.02,0.11,152
18019,0.03,5.58,0.16,34
18020,0.01,16.77,0.23,74
18021,0.01,17.83,0.25,70
18022,0.02,10.37,0.22,48
18023,0.01,17.73,0.19,94
18024,0.02,8.83,0.17,51
18025,0.05,3.59,0.17,21
18026,0.02,7.13,0.17,42
18027,0.01,25.64,0.29,89
18028,0.01,10.21,0.13,78
18029,0.01,19.31,0.26,73
18030,0.02,18.55,0.35,53
18031,0.01,20.17,0.27,74
18032,0.02,6.64,0.15,43
18033,0.01,23.13,0.25,93
18034,0.01,23.88,0.22,111
18035,0.01,24.77,0.3,82
18036,0.02,16.55,0.26,63
18037,0.02,22.91,0.4,58
18038,0.02,12.91,0.21,61
18039,0.01,27.56,0.3,92
18040,0.03,11.85,0.35,34
18041,0.01,35.58,0.51,70
18042,0.01,21.46,0.31,70
18043,0.02,18.43,0.37,50
18044,0.05,5.13,0.27,19
18045,0.02,11.57,0.18,65
18046,0.01,34.48,0.18,196
18047,0.01,22.98,0.17,138
18048,0.01,20.2,0.18,114
18049,0.01,23.75,0.21,111
18050,0.01,30.17,0.22,135
18051,0.02,15.76,0.35,45
18052,0.03,9.56,0.27,35
18053,0.02,10.62,0.2,54
18054,0.01,26.2,0.25,104
18055,0.01,11.89,0.17,70
18056,0.01,11.34,0.13,84
18057,0.01,9.88,0.11,86
18058,0.0,38.21,0.18,209
18059,0.01,18.19,0.15,118
18060,0.01,19.7,0.21,94
18061,0.01,13.41,0.15,89
18062,0.01,30.29,0.18,165
18063,0.02,7.42,0.15,48
18064,0.01,15.67,0.15,102
18065,0.01,26.44,0.19,142
18066,0.01,13.68,0.17,80
18067,0.02,11.7,0.25,46
18068,0.03,4.95,0.13,38
18069,0.02,14.99,0.26,58
18070,0.01,14.55,0.21,68
18071,0.01,22.95,0.19,120
18072,0.01,17.11,0.18,94
18073,0.01,12.14,0.09,130
18074,0.01,25.05,0.15,167
18075,0.01,12.25,0.16,76
18076,0.01,16.29,0.23,72
18077,0.01,18.56,0.23,80
18078,0.01,25.06,0.24,104
18079,0.02,12.39,0.26,48
18080,0.03,15.35,0.43,36
18081,0.01,30.07,0.21,144
18082,0.01,21.33,0.19,110
18083,0.02,5.09,0.12,44
18084,0.01,23.86,0.18,132
18085,0.02,14.85,0.28,53
18086,0.01,22.69,0.23,100
18087,0.01,17.77,0.21,85
18088,0.01,14.98,0.19,80
18089,0.03,4.58,0.13,36
18090,0.04,7.28,0.29,25
18091,0.01,23.88,0.15,156
18092,0.01,5.45,0.08,72
18093,0.02,19.21,0.33,58
18094,0.01,5.42,0.08,65
18095,0.01,11.89,0.14,88
18096,0.02,4.46,0.1,45
18097,0.01,8.75,0.08,107
18098,0.02,9.11,0.14,63
18099,0.03,3.25,0.1,34
18100,0.01,8.53,0.08,110
18101,0.01,16.29,0.14,113
18102,0.03,53.96,1.86,29
18103,0.01,11.37,0.17,65
18104,0.02,8.47,0.19,45
18105,0.04,2.85,0.1,28
18106,0.03,4.1,0.14,30
18107,0.01,11.09,0.15,73
18108,0.04,60.08,2.61,23
18109,0.02,7.27,0.16,45
18110,0.02,12.07,0.2,59
18112,0.02,5.87,0.1,58
18113,0.02,11.83,0.21,57
18114,0.02,11.99,0.28,43
18115,0.03,4.32,0.15,29
18116,0.11,1.6,0.18,9
18117,0.01,10.01,0.12,86
18118,0.02,11.73,0.23,52
18119,0.01,19.05,0.25,75
18120,0.01,21.74,0.24,91
18121,0.01,14.8,0.2,75
18122,0.04,6.75,0.25,27
18123,0.01,12.07,0.16,77
18124,0.06,2.14,0.13,16
18125,0.12,16.35,2.04,8
18126,0.01,15.49,0.2,77
18127,0.05,5.24,0.24,22
18128,0.02,12.65,0.24,53
18129,0.04,3.38,0.15,22
18130,0.02,10.26,0.24,42
18131,0.02,17.73,0.27,66
18132,0.01,14.52,0.14,105
18133,0.01,23.71,0.15,157
18134,0.06,2.45,0.14,17
18135,0.02,11.83,0.25,47
18137,0.06,1.55,0.1,16
18138,0.02,3.96,0.08,47
18139,0.04,2.08,0.09,24
18140,0.02,7.07,0.14,49
18141,0.08,2.46,0.2,12
18142,0.08,2.81,0.22,13
18143,0.01,19.92,0.29,68
18144,0.06,1.16,0.07,16
18145,0.07,1.97,0.14,14
18146,0.01,7.05,0.08,85
18147,0.02,15.21,0.25,60
18148,0.01,15.46,0.16,94
18149,0.03,5.79,0.19,31
18150,0.01,12.07,0.13,95
18151,0.04,2.38,0.1,24
18152,0.02,8.37,0.16,52
18153,0.03,3.37,0.1,33
18154,0.01,10.21,0.11,95
18155,0.05,2.32,0.11,21
18156,0.01,11.83,0.14,84
18157,0.04,1.7,0.07,23
18158,0.04,3.91,0.16,24
18159,0.02,8.03,0.14,59
18160,0.01,12.46,0.14,89
18161,0.04,3.97,0.17,24
18162,0.01,8.12,0.11,75
18163,0.03,6.97,0.19,37
18164,0.02,3.33,0.07,48
18165,0.02,3.86,0.08,49
18166,0.01,4.94,0.06,76
18167,0.02,4.58,0.11,41
18168,0.02,5.13,0.1,49
18169,0.01,11.91,0.14,85
18170,0.01,9.18,0.05,171
18171,0.01,14.37,0.2,72
18172,0.01,11.29,0.12,91
18173,0.02,6.15,0.15,40
18174,0.03,3.67,0.11,32
18175,0.02,3.7,0.08,45
18176,0.01,10.01,0.08,119
18177,0.02,5.33,0.09,57
18178,0.01,6.8,0.1,66
18179,0.01,7.41,0.11,65
18180,0.02,4.64,0.09,49
18181,0.01,8.52,0.12,74
18182,0.01,17.84,0.14,124
18183,0.01,17.01,0.14,125
18184,0.01,18.81,0.17,111
18185,0.02,24.63,0.41,60
18186,0.02,20.14,0.31,65
18187,0.01,17.98,0.26,70
18188,0.01,27.15,0.18,151
18189,0.01,29.59,0.25,120
18190,0.01,12.88,0.16,82
18191,0.03,4.13,0.13,33
18192,0.03,19.45,0.5,39
18193,0.01,17.8,0.2,91
18194,0.01,20.85,0.26,79
18195,0.02,8.68,0.17,51
18196,0.01,30.59,0.32,96
18197,0.03,7.32,0.19,39
18198,0.02,18.53,0.35,53
18199,0.01,21.22,0.25,86
18200,0.03,10.72,0.32,34
18201,0.02,20.99,0.46,46
18202,0.06,5.48,0.32,17
18203,0.01,17.76,0.26,69
18204,0.03,7.82,0.21,38
18205,0.02,14.25,0.3,48
18206,0.01,20.47,0.24,87
18207,0.02,15.76,0.28,56
18208,0.02,10.57,0.2,52
18209,0.02,16.11,0.26,61
18210,0.03,7.48,0.21,36
18211,0.02,17.16,0.29,59
18212,0.01,16.87,0.2,85
18213,0.03,11.35,0.34,33
18214,0.02,25.13,0.38,67
18215,0.06,3.46,0.22,16
18216,0.02,19.68,0.3,66
18217,0.02,20.93,0.47,45
18218,0.03,6.87,0.18,38
18219,0.02,11.35,0.21,54
18220,0.02,11.87,0.25,47
18221,0.01,20.72,0.24,88
18222,0.04,4.84,0.19,25
18223,0.01,22.22,0.19,115
18224,0.02,17.44,0.35,50
18225,0.02,20.83,0.39,53
18226,0.01,22.53,0.22,102
18227,0.02,12.55,0.24,52
18228,0.02,12.0,0.22,55
18229,0.02,14.67,0.32,46
18230,0.02,10.84,0.19,56
18231,0.01,16.45,0.15,109
18232,0.03,10.17,0.29,35
18233,0.02,13.64,0.22,63
18234,0.05,9.31,0.47,20
18235,0.02,3.81,0.06,59
18236,0.02,8.76,0.14,64
18237,0.01,15.43,0.22,70
18238,0.01,18.55,0.14,130
18239,0.01,12.0,0.15,78
18240,0.01,13.14,0.17,76
18241,0.03,3.16,0.09,36
18242,0.03,3.3,0.09,37
18243,0.03,4.53,0.15,31
18244,0.01,8.27,0.07,117
18245,0.02,21.45,0.36,60
18246,0.03,11.53,0.4,29
18247,0.02,19.0,0.37,51
18248,0.03,9.88,0.25,39
18249,0.01,13.53,0.15,89
18250,0.01,38.41,0.45,85
18251,0.02,25.19,0.41,61
18252,0.01,22.01,0.17,126
18253,0.07,2.76,0.18,15
18254,0.02,29.3,0.53,55
18255,0.01,27.59,0.24,113
18256,0.02,15.49,0.28,56
18257,0.03,8.31,0.28,30
18258,0.01,44.51,0.52,85
18259,0.01,36.2,0.29,125
18260,0.02,25.32,0.53,48
18261,0.02,9.51,0.15,65
18262,0.02,5.91,0.1,62
18263,0.01,19.07,0.2,96
18264,0.03,3.03,0.08,36
18265,0.02,12.6,0.2,62
18266,0.01,11.38,0.15,75
18267,0.01,14.07,0.09,160
18268,0.02,6.12,0.13,48
18270,0.01,7.45,0.1,71
18271,0.02,6.88,0.12,57
18272,0.02,5.93,0.1,58
18273,0.01,16.71,0.13,126
18274,0.01,16.72,0.17,98
18275,0.01,11.03,0.07,155
18276,0.02,4.41,0.09,48
18277,0.03,2.01,0.06,31
18278,0.05,2.5,0.13,20
18279,0.05,1.86,0.09,20
18280,0.01,15.75,0.13,118
18281,0.01,10.51,0.15,70
18282,0.03,3.96,0.12,32
18283,0.02,8.85,0.19,47
18284,0.01,12.64,0.12,103
18285,0.01,11.04,0.1,111
18286,0.02,9.54,0.17,57
18287,0.01,16.26,0.19,86
18288,0.01,11.91,0.14,83
18289,0.04,1.73,0.07,25
18290,0.01,13.51,0.12,114
18291,0.01,19.78,0.16,123
18292,0.02,11.09,0.17,65
18293,0.01,10.58,0.15,69
18294,0.01,8.41,0.11,74
18295,0.02,10.26,0.2,51
18296,0.01,7.98,0.08,102
18297,0.04,2.16,0.09,25
18298,0.02,6.58,0.15,43
18299,0.01,12.19,0.1,124
18300,0.01,19.29,0.16,123
18301,0.06,1.97,0.12,16
18302,0.02,10.6,0.24,45
18303,0.01,24.01,0.35,69
18304,0.02,13.81,0.34,41
18305,0.03,8.98,0.24,37
18306,0.02,9.51,0.17,55
18307,0.01,6.8,0.1,71
18308,0.01,18.62,0.14,136
18309,0.01,7.48,0.1,74
18310,0.02,5.73,0.13,45
18311,0.02,5.69,0.11,50
18312,0.01,13.35,0.14,95
18313,0.01,12.39,0.08,154
18314,0.01,16.76,0.16,108
18315,0.01,17.61,0.15,118
18316,0.01,8.36,0.08,109
18317,0.02,9.31,0.17,55
18318,0.01,11.87,0.1,115
18319,0.02,6.82,0.16,43
18320,0.01,10.94,0.11,100
18321,0.03,5.18,0.13,39
18322,0.03,2.72,0.08,36
18323,0.1,1.21,0.12,10
18324,0.02,5.02,0.09,59
18325,0.01,7.96,0.09,92
18326,0.01,15.95,0.08,210
18327,0.01,9.82,0.12,83
18328,0.03,17.31,0.6,29
18329,0.01,15.65,0.13,120
18330,0.01,11.3,0.08,147
18331,0.02,6.38,0.14,45
18332,0.02,8.48,0.13,63
18333,0.01,12.5,0.18,71
18334,0.01,15.62,0.13,116
18335,0.02,7.21,0.18,40
18336,0.01,34.49,0.47,73
18337,0.01,14.27,0.13,107
18339,0.01,12.62,0.18,72
18340,0.01,27.28,0.15,183
18341,0.01,8.74,0.1,88
18342,0.07,1.01,0.07,14
18343,0.02,7.76,0.15,52
